index,0,1,2,3,4,5,6,7,8,9
1903,6617,7025,26782,3060,26562,51698,7297,56757,62956,149
1906,4017,1683,7578,5483,76175,1984,3159,60295,90524,663
1919,102684,3060,7025,26782,26562,7297,51698,62956,56757,149
1922,5446,2336,7437,3079,44191,413,71131,93498,3730,6335
1925,7216,5499,67508,27878,6093,4194,89190,34359,97057,48879
1927,102684,3060,26782,7025,26562,51698,7297,56757,62956,149
1930,79,2325,529,111622,65642,2070,6869,2436,91199,2145
1932,34405,43832,364,3448,1387,6888,708,2371,8341,913
1935,34198,663,3646,2121,103107,2436,4422,40815,1280,3949
1958,56367,4191,52666,68522,2195,3468,7894,2092,3821,63859
1960,4422,4863,72731,663,31035,34198,1887,55067,40815,6506
1963,109487,102684,3060,7025,7297,51698,26562,62956,56757,149
1966,26562,6533,7025,3060,62956,26782,51698,7297,56757,149
1968,4489,58655,7141,31101,57640,87430,2371,1834,7790,913
1969,3060,26782,102684,7297,7025,51698,62956,26562,56757,149
1979,7789,7708,5269,4847,1387,6888,6791,34405,1699,913
1984,109487,51698,7025,26782,3060,7297,26562,56757,62956,149
1997,33838,71131,68932,1699,5269,3730,1707,93498,3090,74089
2001,102684,3060,7025,26782,7297,26562,51698,62956,56757,149
2004,102684,7025,3060,26782,51698,26562,7297,56757,62956,149
2008,4847,6888,33725,110882,2371,7790,8341,3448,1387,913
2010,26782,109487,3060,7025,51698,56757,62956,26562,7297,149
2013,51660,112138,90524,1051,1225,1611,8923,6178,663,40815
2015,34150,3078,8968,8261,1405,4911,2138,1959,2243,7007
2019,31101,87430,708,1387,7790,6888,1883,2371,8341,913
2024,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
2029,102684,7025,3060,26562,51698,7297,62956,26782,56757,149
2033,67734,2340,501,90469,7149,2336,2394,1699,4833,33725
2034,7149,2394,913,93498,6612,5269,1699,33725,74089,4833
2035,4262,4267,261,58303,8923,5011,1225,2413,112804,2436
2047,51698,8446,7616,109487,6617,7297,56757,26562,62956,149
2051,40278,7492,31101,57640,7790,7141,3205,1834,2371,913
2052,3587,112804,8923,3159,663,3882,4267,2413,5011,1225
2057,4161,74089,5269,6791,7708,34405,4833,33725,1699,913
2062,4267,1887,74685,1995,6506,40815,6178,261,112138,8039
2065,86882,4552,1385,50740,5107,54286,4813,195,3090,68932
2068,4589,1387,33725,6888,4847,7789,93498,5269,74089,913
2070,26782,7616,102684,7297,26562,7025,62956,51698,56757,149
2071,95567,4980,7024,6887,6705,41617,61289,71468,61729,5060
2072,364,3448,8341,31101,57640,87430,1834,2371,7790,913
2075,8576,8482,2167,111622,7338,33683,2585,33838,109673,2145
2081,102684,7025,3060,26782,26562,51698,7297,62956,56757,149
2085,6533,102684,62956,3060,26562,7297,26782,56757,51698,149
2089,111622,7338,74089,1707,2585,5107,2145,33683,33838,109673
2092,26782,7025,7616,102684,7297,62956,26562,51698,56757,149
2095,6335,2394,111360,3730,7713,74089,44191,413,71131,93498
2107,60514,3629,25793,954,101025,5005,71252,60295,1225,8923
2108,477,1683,3629,5005,71252,101025,3153,7584,31255,149
2109,8341,41585,33145,2371,423,33725,2394,4589,4833,913
2120,37853,111360,2719,7437,413,44191,93498,5446,6335,3730
2122,26782,3060,102684,7616,51698,62956,56757,7297,26562,149
2128,7025,109487,3060,26782,51698,26562,7297,56757,62956,149
2131,3060,102684,26782,7025,51698,26562,7297,56757,62956,149
2137,102684,3060,7025,26782,26562,51698,7297,62956,56757,149
2138,51698,26782,3060,6533,7025,26562,7297,62956,56757,149
2150,8446,6617,3060,26562,51698,26782,56757,62956,7297,149
2151,364,923,57640,51638,31101,1834,87430,2371,7790,913
2158,7616,7025,26782,62956,3060,7297,26562,56757,51698,149
2160,4813,87234,102194,103372,68932,2134,73027,6996,3090,27456
2161,102684,7025,3060,26782,51698,26562,7297,56757,62956,149
2166,2360,27311,109487,51698,56757,7297,62956,26562,7025,149
2177,299,7025,26782,102684,62956,51698,7297,26562,56757,149
2184,71327,8576,32011,2145,1707,33683,109673,2167,74089,33838
2188,109487,6617,8446,3060,26782,26562,56757,7297,62956,149
2193,50011,60514,67695,3521,3633,44731,65188,2939,7026,112171
2197,7141,6888,8341,31101,87430,7790,57640,4847,2371,913
2202,3060,102684,7025,26782,7297,26562,51698,62956,56757,149
2208,3060,102684,7025,26782,26562,51698,62956,7297,56757,149
2209,7616,7025,3060,26782,51698,7297,26562,62956,56757,149
2210,7572,3949,69849,1962,4422,2436,2324,2121,103107,7092
2217,6617,7025,3060,51698,26782,26562,7297,56757,62956,149
2219,109487,7025,26782,3060,51698,26562,7297,62956,56757,149
2222,3966,44731,108945,1938,3981,5294,8496,26147,903,65188
2224,3060,102684,7025,7297,26562,26782,62956,51698,56757,149
2227,102684,3060,26782,7025,7297,51698,26562,62956,56757,149
2230,88950,93270,104879,108945,193,46664,2094,69406,71468,31255
2231,111360,33725,71131,101362,1699,7437,44191,6335,3730,93498
2232,7025,102684,3060,26782,26562,7297,62956,51698,56757,149
2234,364,4847,2371,6791,8341,6888,1699,708,1387,913
2238,3060,51698,109487,8446,26782,26562,7297,56757,62956,149
2241,3060,102684,7025,26782,26562,62956,7297,51698,56757,149
2242,102684,6617,3060,26782,51698,26562,62956,7297,56757,149
2243,6598,6888,1699,1387,4847,6791,1883,8341,2371,913
2245,3060,102684,7025,26782,51698,26562,7297,56757,62956,149
2246,26782,3060,7616,7025,26562,51698,7297,62956,56757,149
2248,2676,51638,41585,31101,57640,4847,1834,2371,7790,913
2252,8341,6888,708,4589,1387,33725,1699,6791,2371,913
2260,26242,71131,7216,27373,529,195,2125,836,68932,3090
2261,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
2268,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
2269,6358,68932,3730,413,6335,44191,71131,3090,74089,93498
2270,48879,3067,231,1619,5873,2422,80241,1753,34164,100487
2274,3060,102684,7025,26562,62956,26782,51698,7297,56757,149
2275,3060,102684,26782,7025,26562,51698,62956,7297,56757,149
2276,102684,3060,26782,7025,7297,26562,51698,62956,56757,149
2292,364,1699,708,3448,8341,4847,1387,6888,2371,913
2295,62956,51698,6617,2303,26562,2170,7025,7297,26782,149
2299,364,58655,2371,57640,4489,87430,1834,31101,7790,913
2301,3060,26782,26562,7297,7025,102684,62956,51698,56757,149
2302,3587,1225,40815,3646,90524,3949,5011,2413,663,2436
2308,708,3448,334,7492,4589,110882,6886,1883,2371,913
2310,3060,26782,102684,7025,26562,7297,62956,51698,56757,149
2314,708,31101,6886,3448,4589,87430,4847,1883,2371,913
2320,3060,102684,26782,7297,7025,26562,62956,56757,51698,149
2328,7713,44191,54286,6335,413,68932,5107,71131,93498,3090
2330,7616,26782,51698,26562,7297,3060,56757,8446,62956,149
2333,6869,27373,195,529,1385,59429,2145,836,3090,68932
2335,57640,31101,8341,1834,4489,1883,87430,2371,7790,913
2338,4833,83369,7149,5269,4161,7708,33725,34405,1699,913
2339,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
2343,102684,26782,3060,7025,7297,51698,26562,62956,56757,149
2344,102684,7025,3060,26782,51698,7297,26562,62956,56757,149
2345,102684,7025,3060,26782,26562,62956,7297,56757,51698,149
2349,2134,4813,4194,103372,26939,68932,86882,6996,27456,3090
2352,109487,6617,51698,3060,26782,26562,56757,7297,62956,149
2356,34405,65216,4161,6791,33725,7708,913,5269,1699,4833
2361,1280,261,112804,4267,3646,40815,3949,90524,2436,663
2367,7616,26782,7025,3060,51698,26562,7297,56757,62956,149
2368,4276,2316,7025,8799,7616,102684,62956,56757,51698,149
2383,7025,102684,3060,51698,26782,26562,7297,62956,56757,149
2387,6791,34405,8341,1699,4847,708,6888,1387,2371,913
2391,8341,4489,4847,7387,4187,6886,87430,1883,2371,913
2392,299,26782,26562,7025,62956,7297,102684,51698,56757,149
2393,3117,106002,26842,2585,1769,4686,2145,91199,6869,2325
2394,3060,102684,7025,26782,26562,7297,62956,51698,56757,149
2395,7943,71928,1834,2926,7790,4470,802,58655,1136,3205
2397,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
2402,8341,58655,3698,57640,3205,87430,1834,2371,7790,913
2405,413,6335,27456,6996,4552,1385,71131,93498,5107,3090
2408,7026,97921,5095,6586,8496,26147,112171,26578,4862,44301
2410,26875,2447,2421,2993,2000,3176,90645,64969,6377,55080
2423,5956,7708,7149,6888,5269,34405,4833,33725,913,1699
2428,54513,59392,60514,63876,70984,87079,88950,93270,104879,702
2447,2360,56757,7616,7297,102684,7025,26562,51698,62956,149
2465,7437,2394,101362,208,74089,4833,5269,913,33725,93498
2469,64969,954,3827,6178,7981,1995,112138,8039,261,74685
2470,65216,2394,7708,4847,4161,6888,34405,5269,913,4833
2474,7025,7616,3060,26782,26562,51698,7297,56757,62956,149
2482,7025,3060,102684,26782,26562,51698,62956,7297,56757,149
2483,3578,65188,903,3521,6971,112171,190,31431,4664,5095
2484,41585,51638,3448,4489,89804,87430,1387,7790,2371,913
2487,70984,87079,88950,93270,104879,3966,31445,39444,60514,7743
2488,3060,102684,7025,26782,7297,26562,51698,62956,56757,149
2492,2447,81786,8765,1545,2571,3565,3812,5005,1984,64969
2509,3060,102684,7025,26782,51698,26562,7297,62956,56757,149
2511,3658,5011,4267,5464,34198,4422,261,1280,112804,2436
2515,26147,1938,3633,5294,60514,7026,31431,1729,5095,943
2517,6617,7616,3060,26562,7297,51698,56757,62956,26782,149
2523,109487,7025,3060,26782,26562,51698,7297,62956,56757,149
2528,7616,3060,7025,26782,7297,51698,26562,56757,62956,149
2529,6617,3060,7025,26782,51698,26562,62956,7297,56757,149
2542,7616,3060,26782,7025,51698,26562,7297,56757,62956,149
2544,3060,102684,7025,26782,26562,51698,7297,62956,56757,149
2550,70984,87079,88950,93270,104879,3633,5418,6586,31445,108945
2551,5269,5956,157,6888,34405,33725,4161,913,1699,4833
2558,7616,109487,3060,51698,26782,26562,62956,56757,7297,149
2560,26782,3060,102684,7025,7297,26562,51698,62956,56757,149
2561,82053,33725,71131,7437,4833,5269,1036,6358,93498,74089
2565,1883,4589,65216,1387,74089,1699,2371,4833,33725,913
2568,49961,51562,52604,54513,59392,70984,87079,88950,93270,104879
2581,26782,109487,3060,7025,51698,7297,26562,56757,62956,149
2584,1387,7141,57640,31101,7790,87430,51638,1834,2371,913
2586,103107,7092,1127,49312,5152,3949,4217,8739,5119,1361
2590,111360,33725,71131,82053,4833,2394,7437,5269,93498,74089
2591,11,5956,708,7708,7149,1387,6791,1699,8341,913
2601,5418,5937,6586,7334,7743,44731,77846,2501,53921,1225
2605,5329,6493,3598,71129,82093,4005,103048,104944,1371,27899
2606,5119,3949,5504,3794,2121,1962,1127,4422,7092,103107
2607,986,1777,7149,6612,7789,33725,4161,1699,74089,5269
2611,7037,477,78469,92507,1683,3300,1984,60295,3812,5005
2620,54513,59392,70984,87079,88950,93270,104879,7743,193,50011
2626,7025,109487,102684,7297,3060,51698,26562,62956,56757,149
2650,7616,26782,102684,7025,26562,7297,51698,56757,62956,149
2657,60514,63876,88950,1729,2939,65188,2221,3981,7086,5013
2661,3060,102684,7025,26782,7297,62956,26562,51698,56757,149
2663,7616,7025,3060,26782,7297,26562,62956,51698,56757,149
2668,1938,3966,8496,33072,50011,112171,3578,3633,108945,65188
2669,7025,26562,3060,26782,62956,102684,7297,51698,56757,149
2670,3060,102684,7025,26782,51698,7297,26562,62956,56757,149
2681,6687,103107,2436,3735,3794,7092,5152,5119,8739,2000
2683,157,913,34405,7708,4161,1699,33725,5269,74089,4833
2684,2391,7074,63515,33585,4102,1377,48,5059,610,103048
2691,70984,87079,88950,93270,104879,4664,7086,97921,2939,2501
2693,1747,114180,2448,1069,1050,6935,74688,6703,6538,1848
2696,54513,59392,70984,87079,88950,93270,104879,31445,39444,60514
2699,52448,51698,27706,6639,7616,102684,26562,62956,7297,149
2702,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
2709,4267,60295,3418,6178,51660,90524,1225,40815,3159,663
2713,7616,102684,26782,26562,7025,7297,51698,62956,56757,149
2728,52604,54513,59392,70984,87079,93270,104879,53921,108945,5095
2731,70533,1952,6573,7790,913,116823,628,4470,3205,1136
2742,7616,102684,26782,7025,26562,7297,62956,51698,56757,149
2748,102684,3060,26782,7025,26562,7297,51698,62956,56757,149
2749,913,46530,7790,2371,256,7141,57640,87430,3698,596
2751,5255,8446,51698,26782,56757,3060,7025,26562,7297,149
2756,100487,48879,32011,2070,5680,4022,95858,80241,4686,231
2759,7708,1883,4833,1387,33725,4847,6888,1699,2371,913
2761,38701,4424,1619,2324,113573,40815,31035,663,69849,90524
2771,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
2772,88950,93270,104879,108945,112171,2519,7026,77846,5095,149
2775,26782,102684,7616,7025,51698,26562,7297,56757,62956,149
2780,102684,7025,26782,3060,51698,26562,7297,62956,56757,149
2782,8446,6617,26782,51698,109487,7297,26562,56757,62956,149
2783,102684,26782,7025,3060,51698,7297,26562,62956,56757,149
2788,102684,7616,3060,26782,62956,26562,7297,56757,51698,149
2803,109487,6617,8446,62956,51698,26562,56757,7297,26782,149
2809,2926,2371,802,4470,58655,31101,1834,3205,7790,913
2810,89190,34164,27899,1753,3223,100487,34359,97057,45335,48879
2813,102684,26782,26562,7025,3060,7297,62956,51698,56757,149
2816,3060,7025,7616,26782,7297,26562,51698,62956,56757,149
2821,3060,6533,26782,7025,26562,7297,62956,51698,56757,149
2825,3033,299,4276,80917,56757,6122,3983,27311,51698,149
2826,3060,102684,26782,7025,7297,26562,51698,62956,56757,149
2835,6999,48997,5690,1244,4618,5049,1194,57504,89343,5782
2837,6617,7025,26562,62956,3060,7297,26782,56757,51698,149
2843,27311,62956,7025,6122,4276,7297,102684,56757,51698,149
2847,3060,102684,26782,7025,7297,26562,62956,51698,56757,149
2854,6791,5269,7708,4589,4847,6888,33725,1699,4833,913
2855,8446,3060,109487,26782,51698,7297,26562,56757,62956,149
2865,48,5059,5499,6093,97057,4194,27899,34359,89190,48879
2867,1225,4267,5005,112804,8923,954,261,8765,59126,64969
2868,3060,102684,26782,7025,26562,7297,51698,62956,56757,149
2874,6617,7297,51698,109487,26562,7025,62956,56757,26782,149
2877,58655,3698,7790,71928,1883,5404,59615,33660,72356,913
2891,102684,7025,3060,26782,51698,26562,62956,7297,56757,149
2894,102684,3060,26782,26562,7025,7297,62956,51698,56757,149
2895,8365,6996,81782,5107,55118,4813,1385,195,68932,3090
2898,26782,7616,7025,3060,26562,51698,7297,56757,62956,149
2899,8446,109487,3060,26562,26782,7297,51698,56757,62956,149
2903,3966,5937,7743,39444,3521,8496,65188,31445,108945,903
2905,7141,5932,1834,2676,2530,5404,43832,59615,913,5940
2908,3060,7616,102684,7025,26562,51698,56757,7297,62956,149
2909,7616,3060,7025,26782,51698,7297,26562,62956,56757,149
2915,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
2916,102684,3060,26782,7025,7297,62956,26562,51698,56757,149
2922,102684,6617,7025,26782,26562,51698,7297,62956,56757,149
2925,6791,4847,2530,7790,5404,6888,1387,2371,8341,913
2928,3060,109487,26782,7025,26562,7297,56757,51698,62956,149
2930,3060,102684,26782,7025,7297,26562,51698,62956,56757,149
2931,7616,3060,26782,7025,26562,7297,51698,56757,62956,149
2933,8341,41585,1387,1699,4489,87430,4847,364,2371,913
2934,3060,102684,26782,7025,26562,7297,51698,62956,56757,149
2941,4863,6506,55067,3811,80,225,647,40815,663,90524
2945,60514,112171,5418,6586,7743,108945,3966,7026,53921,1938
2946,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
2948,3439,1203,2121,1962,5119,5152,103107,2000,7092,3794
2955,52448,26782,3060,6617,109487,56757,26562,7297,62956,149
2959,26782,102684,7616,7025,7297,26562,51698,56757,62956,149
2966,2436,3587,261,58303,8923,4267,112804,5011,2413,1225
2969,3060,26782,7616,7025,26562,51698,7297,56757,62956,149
2970,77846,97921,102445,1729,46664,67695,3578,6971,7345,4664
2973,6617,3060,7025,26782,51698,7297,26562,62956,56757,149
2974,123,90524,3565,3920,1887,1984,40815,1995,8039,64969
2984,529,4552,4813,195,93498,1385,5107,71131,3090,68932
2988,102684,7025,3060,26782,26562,51698,7297,62956,56757,149
3000,109487,3060,26782,7025,51698,26562,7297,62956,56757,149
3004,3060,26782,102684,7025,62956,7297,26562,51698,56757,149
3010,6888,708,41585,87430,57640,31101,4847,3448,2371,913
3015,4350,83132,108945,97921,3578,63876,72714,46664,5095,76175
3018,102684,26782,7616,7025,26562,7297,62956,51698,56757,149
3020,102684,7025,3060,26782,26562,51698,7297,62956,56757,149
3024,64034,5644,106441,3203,7306,34,71823,49225,3832,5782
3026,102684,7025,26782,3060,51698,26562,7297,56757,62956,149
3029,7708,5956,5269,4161,65216,74089,4833,33725,1699,913
3031,3090,82095,58156,8911,4840,1769,27899,48,6367,2990
3033,4951,1537,4930,5782,26398,4046,3760,71823,3450,6214
3051,109487,102684,26782,3060,26562,51698,7297,62956,56757,149
3054,7616,109487,7297,102684,26562,7025,62956,56757,51698,149
3057,56757,102684,26562,62956,7616,3060,51698,26782,7297,149
3060,111360,7437,413,423,33145,4589,913,6335,93498,68932
3061,7708,1699,8341,65216,6888,2371,33725,6791,4833,913
3070,2430,4033,3044,6810,26171,2706,26325,26560,80398,5690
3075,7025,109487,102684,26782,26562,3060,7297,62956,56757,149
3076,6159,6448,4135,4444,4757,6982,4061,2598,8604,79720
3079,6612,33725,7708,1699,4161,157,34405,4833,74089,5269
3081,76763,7541,5608,52245,48879,23,87234,73027,6996,27456
3086,26562,109487,3060,7025,26782,51698,7297,56757,62956,149
3088,33725,87430,7790,8341,1883,1699,4847,1387,2371,913
3094,44191,74089,5107,3730,6335,71131,413,68932,93498,3090
3095,31035,5994,1371,79720,647,4061,55067,69849,6506,40815
3106,4217,33164,2000,2436,5152,2381,8739,3646,103107,3949
3108,8341,364,34405,6888,6791,2371,1699,1387,708,913
3113,65216,2064,4847,3812,1984,5005,6886,4187,913,2371
3127,112171,1938,108945,3633,60514,1729,2519,3966,53921,2939
3132,33725,6612,6888,5269,34405,7149,7708,6791,1699,913
3146,5269,65216,6791,7149,6612,74089,34405,7708,1699,913
3149,83369,34405,4847,4161,65216,7149,7789,5269,7708,1699
3151,45028,6857,4228,101525,99468,2447,27820,56001,943,59126
3155,87079,88950,93270,104879,5937,7743,31445,33072,39444,149
3163,52604,54513,59392,70984,87079,88950,93270,104879,7334,5095
3166,802,58655,57640,87430,913,1136,1834,2926,3205,7790
3171,3060,102684,7025,26782,7297,26562,51698,62956,56757,149
3176,8446,109487,3060,51698,26782,7297,26562,56757,62956,149
3177,7025,109487,3060,7297,26562,51698,26782,62956,56757,149
3178,337,7561,103539,1834,802,48593,1136,4470,7790,3205
3181,7616,102684,7025,26782,26562,7297,62956,51698,56757,149
3182,7616,102684,26782,7025,26562,7297,51698,62956,56757,149
3186,1699,6791,41585,364,1387,8341,6888,4847,2371,913
3191,5974,4470,79006,2335,7982,3205,628,116823,71156,953
3201,59392,70984,87079,93270,104879,778,50011,88950,193,60514
3203,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
3206,26782,3060,109487,7025,51698,26562,56757,7297,62956,149
3208,7616,3060,7025,26782,51698,26562,7297,62956,56757,149
3210,26562,2028,4276,2316,56757,27311,8799,7025,51698,149
3215,6178,1280,4267,8039,1887,90524,663,6506,261,40815
3216,102684,7025,26782,3060,26562,51698,7297,62956,56757,149
3218,43832,87430,4847,1387,708,6888,364,8341,2371,913
3219,3060,109487,26782,7025,7297,26562,51698,62956,56757,149
3221,7616,7025,3060,26782,26562,51698,7297,62956,56757,149
3233,102684,7025,3060,26782,51698,26562,7297,62956,56757,149
3238,8496,1938,4228,4862,44301,27820,99468,56001,943,59126
3239,40732,4061,48879,8604,79720,801,2470,23,6982,3508
3240,7345,2939,3981,63876,67695,60514,903,31431,2221,5294
3251,102684,3060,7025,26782,51698,26562,7297,62956,56757,149
3254,423,4847,708,33725,33145,4589,1883,1699,6791,913
3257,1939,42738,2430,33903,87529,7371,54372,66317,4789,27904
3260,6358,7713,413,3730,3090,2394,6335,71131,74089,93498
3263,93498,4552,195,71131,54286,836,5107,1385,68932,3090
3266,7616,102684,7025,26782,26562,7297,51698,62956,56757,149
3267,26782,261,7297,64969,59126,3176,3658,112804,149,2436
3268,62956,6533,102684,51698,7025,6122,7297,56757,26562,149
3277,55080,2447,92507,2993,1359,5005,1984,3565,3812,64969
